S,Q,Std,X,R,V,W
14,50,10,60,42.1875,"60,40,0,0","0.5,0.5,0,0"
14,50,20,30,23.4375,"30,70,0,0","0.5,0.5,0,0"
14,45,5,50,22.8125,"40,50,0,0","0.5,0.5,0,0"
14,50,20,70,49.6875,"30,70,0,0","0.5,0.5,0,0"
14,40,0,40,35.9375,"40,0,0,0","1,0,0,0"
14,55,5,60,45.9375,"50,60,0,0","0.5,0.5,0,0"
14,55,15,40,37.5,"40,70,0,0","0.5,0.5,0,0"
14,45,15,60,60.625,"30,60,0,0","0.5,0.5,0,0"
14,55,15,70,47.5,"40,70,0,0","0.5,0.5,0,0"
14,50,10,40,47.5,"60,40,0,0","0.5,0.5,0,0"
14,55,5,50,55,"50,60,0,0","0.5,0.5,0,0"
14,45,15,30,25,"30,60,0,0","0.5,0.5,0,0"
14,45,5,40,38.125,"40,50,0,0","0.5,0.5,0,0"
14,30,0,30,32.5,"30,0,0,0","1,0,0,0"
14,50,0,50,40.625,"50,0,0,0","1,0,0,0"
14,45,15,60,54.375,"30,60,0,0","0.5,0.5,0,0"
14,45,5,50,45,"40,50,0,0","0.5,0.5,0,0"
14,50,10,60,53.4375,"60,40,0,0","0.5,0.5,0,0"
14,55,15,40,37.8125,"40,70,0,0","0.5,0.5,0,0"
14,45,5,40,48.125,"40,50,0,0","0.5,0.5,0,0"
14,55,5,50,46.5625,"50,60,0,0","0.5,0.5,0,0"
14,60,0,60,61.25,"60,0,0,0","1,0,0,0"
14,40,0,40,31.5625,"40,0,0,0","1,0,0,0"
14,45,15,30,39.375,"30,60,0,0","0.5,0.5,0,0"
14,55,5,60,53.4375,"50,60,0,0","0.5,0.5,0,0"
14,50,0,50,45.9375,"50,0,0,0","1,0,0,0"
14,50,10,40,43.4375,"60,40,0,0","0.5,0.5,0,0"
14,55,15,70,67.8125,"40,70,0,0","0.5,0.5,0,0"
14,50,20,70,66.25,"30,70,0,0","0.5,0.5,0,0"
15,55,5,50,55.9375,"50,60,0,0","0.5,0.5,0,0"
15,50,10,60,60.9375,"60,40,0,0","0.5,0.5,0,0"
15,50,20,30,19.0625,"30,70,0,0","0.5,0.5,0,0"
15,45,5,50,48.75,"40,50,0,0","0.5,0.5,0,0"
15,45,5,40,41.875,"40,50,0,0","0.5,0.5,0,0"
15,60,0,60,64.0625,"60,0,0,0","1,0,0,0"
15,50,0,50,54.375,"50,0,0,0","1,0,0,0"
15,45,15,60,70.9375,"30,60,0,0","0.5,0.5,0,0"
15,55,15,40,46.875,"40,70,0,0","0.5,0.5,0,0"
15,50,10,40,47.5,"60,40,0,0","0.5,0.5,0,0"
15,55,5,60,72.8125,"50,60,0,0","0.5,0.5,0,0"
15,50,20,70,76.875,"30,70,0,0","0.5,0.5,0,0"
15,45,15,30,33.75,"30,60,0,0","0.5,0.5,0,0"
15,30,0,30,40.3125,"30,0,0,0","1,0,0,0"
15,55,15,70,79.375,"40,70,0,0","0.5,0.5,0,0"
15,40,0,40,51.25,"40,0,0,0","1,0,0,0"
15,50,0,50,60.625,"50,0,0,0","1,0,0,0"
15,55,15,40,46.875,"40,70,0,0","0.5,0.5,0,0"
15,45,15,30,35,"30,60,0,0","0.5,0.5,0,0"
15,45,5,50,48.4375,"40,50,0,0","0.5,0.5,0,0"
15,55,5,50,55,"50,60,0,0","0.5,0.5,0,0"
15,50,20,70,69.0625,"30,70,0,0","0.5,0.5,0,0"
15,50,20,30,36.25,"30,70,0,0","0.5,0.5,0,0"
15,50,10,40,38.75,"60,40,0,0","0.5,0.5,0,0"
15,55,15,70,75,"40,70,0,0","0.5,0.5,0,0"
15,45,15,60,55.3125,"30,60,0,0","0.5,0.5,0,0"
15,40,0,40,46.875,"40,0,0,0","1,0,0,0"
15,60,0,60,67.1875,"60,0,0,0","1,0,0,0"
15,30,0,30,36.25,"30,0,0,0","1,0,0,0"
15,55,5,60,62.1875,"50,60,0,0","0.5,0.5,0,0"
15,50,10,60,55.9375,"60,40,0,0","0.5,0.5,0,0"
15,45,5,40,38.75,"40,50,0,0","0.5,0.5,0,0"
15,40,0,40,36.875,"40,0,0,0","1,0,0,0"
15,55,5,50,53.125,"50,60,0,0","0.5,0.5,0,0"
15,50,20,30,31.25,"30,70,0,0","0.5,0.5,0,0"
15,50,0,50,48.75,"50,0,0,0","1,0,0,0"
15,50,20,70,64.6875,"30,70,0,0","0.5,0.5,0,0"
15,55,15,70,74.375,"40,70,0,0","0.5,0.5,0,0"
15,45,5,40,34.6875,"40,50,0,0","0.5,0.5,0,0"
15,45,15,30,33.4375,"30,60,0,0","0.5,0.5,0,0"
15,30,0,30,30,"30,0,0,0","1,0,0,0"
15,50,10,60,63.75,"60,40,0,0","0.5,0.5,0,0"
15,45,5,50,51.5625,"40,50,0,0","0.5,0.5,0,0"
15,55,15,40,37.1875,"40,70,0,0","0.5,0.5,0,0"
15,60,0,60,60.625,"60,0,0,0","1,0,0,0"
15,50,10,40,52.8125,"60,40,0,0","0.5,0.5,0,0"
15,45,15,60,62.8125,"30,60,0,0","0.5,0.5,0,0"
15,55,5,60,65.625,"50,60,0,0","0.5,0.5,0,0"
15,55,5,50,49.375,"50,60,0,0","0.5,0.5,0,0"
15,45,5,40,35,"40,50,0,0","0.5,0.5,0,0"
15,60,0,60,63.125,"60,0,0,0","1,0,0,0"
15,55,15,40,59.0625,"40,70,0,0","0.5,0.5,0,0"
15,50,20,70,62.5,"30,70,0,0","0.5,0.5,0,0"
15,50,0,50,42.8125,"50,0,0,0","1,0,0,0"
15,45,15,60,60.9375,"30,60,0,0","0.5,0.5,0,0"
15,45,15,30,32.5,"30,60,0,0","0.5,0.5,0,0"
15,30,0,30,26.25,"30,0,0,0","1,0,0,0"
15,55,5,60,51.5625,"50,60,0,0","0.5,0.5,0,0"
15,50,10,60,54.375,"60,40,0,0","0.5,0.5,0,0"
15,55,15,70,75.625,"40,70,0,0","0.5,0.5,0,0"
15,40,0,40,26.875,"40,0,0,0","1,0,0,0"
15,50,20,30,30.3125,"30,70,0,0","0.5,0.5,0,0"
15,45,5,50,40.3125,"40,50,0,0","0.5,0.5,0,0"
15,50,10,40,42.1875,"60,40,0,0","0.5,0.5,0,0"
15,55,15,70,39.6875,"40,70,0,0","0.5,0.5,0,0"
15,50,10,40,41.25,"60,40,0,0","0.5,0.5,0,0"
15,55,5,50,37.8125,"50,60,0,0","0.5,0.5,0,0"
15,50,20,30,23.125,"30,70,0,0","0.5,0.5,0,0"
15,60,0,60,67.1875,"60,0,0,0","1,0,0,0"
15,45,5,40,31.25,"40,50,0,0","0.5,0.5,0,0"
15,55,15,40,36.875,"40,70,0,0","0.5,0.5,0,0"
15,50,10,60,59.6875,"60,40,0,0","0.5,0.5,0,0"
15,40,0,40,36.875,"40,0,0,0","1,0,0,0"
15,50,20,70,58.75,"30,70,0,0","0.5,0.5,0,0"
15,45,15,30,20.9375,"30,60,0,0","0.5,0.5,0,0"
15,45,5,50,45.3125,"40,50,0,0","0.5,0.5,0,0"
15,55,5,60,59.375,"50,60,0,0","0.5,0.5,0,0"
15,30,0,30,26.875,"30,0,0,0","1,0,0,0"
15,50,0,50,50.9375,"50,0,0,0","1,0,0,0"
15,45,15,60,62.8125,"30,60,0,0","0.5,0.5,0,0"
16,40,0,40,80.9375,"40,0,0,0","1,0,0,0"
16,50,20,70,89.6875,"30,70,0,0","0.5,0.5,0,0"
16,50,0,50,78.75,"50,0,0,0","1,0,0,0"
16,30,0,30,90.3125,"30,0,0,0","1,0,0,0"
16,60,0,60,92.8125,"60,0,0,0","1,0,0,0"
16,55,5,50,91.875,"50,60,0,0","0.5,0.5,0,0"
16,45,15,60,92.1875,"30,60,0,0","0.5,0.5,0,0"
16,55,15,40,91.875,"40,70,0,0","0.5,0.5,0,0"
16,45,15,30,91.5625,"30,60,0,0","0.5,0.5,0,0"
16,50,10,60,94.6875,"60,40,0,0","0.5,0.5,0,0"
16,55,15,70,92.8125,"40,70,0,0","0.5,0.5,0,0"
16,45,5,40,89.0625,"40,50,0,0","0.5,0.5,0,0"
16,50,10,40,85.3125,"60,40,0,0","0.5,0.5,0,0"
16,45,5,50,90.3125,"40,50,0,0","0.5,0.5,0,0"
16,50,20,30,89.0625,"30,70,0,0","0.5,0.5,0,0"
16,55,5,60,95.3125,"50,60,0,0","0.5,0.5,0,0"
16,50,20,30,91.5625,"30,70,0,0","0.5,0.5,0,0"
16,60,0,60,91.5625,"60,0,0,0","1,0,0,0"
16,55,5,50,94.0625,"50,60,0,0","0.5,0.5,0,0"
16,45,5,40,82.5,"40,50,0,0","0.5,0.5,0,0"
16,45,15,30,75.9375,"30,60,0,0","0.5,0.5,0,0"
16,30,0,30,81.875,"30,0,0,0","1,0,0,0"
16,45,15,60,85.625,"30,60,0,0","0.5,0.5,0,0"
16,50,10,60,89.6875,"60,40,0,0","0.5,0.5,0,0"
16,55,5,60,90.625,"50,60,0,0","0.5,0.5,0,0"
16,55,15,70,92.5,"40,70,0,0","0.5,0.5,0,0"
16,45,5,50,92.5,"40,50,0,0","0.5,0.5,0,0"
16,40,0,40,87.1875,"40,0,0,0","1,0,0,0"
16,50,10,40,67.8125,"60,40,0,0","0.5,0.5,0,0"
16,50,0,50,69.375,"50,0,0,0","1,0,0,0"
16,55,15,40,71.5625,"40,70,0,0","0.5,0.5,0,0"
16,30,0,30,72.1875,"30,0,0,0","1,0,0,0"
16,45,5,50,78.4375,"40,50,0,0","0.5,0.5,0,0"
16,40,0,40,78.75,"40,0,0,0","1,0,0,0"
16,50,20,70,81.875,"30,70,0,0","0.5,0.5,0,0"
16,50,10,40,76.5625,"60,40,0,0","0.5,0.5,0,0"
16,50,20,30,61.875,"30,70,0,0","0.5,0.5,0,0"
16,50,10,60,72.1875,"60,40,0,0","0.5,0.5,0,0"
16,45,15,30,65.625,"30,60,0,0","0.5,0.5,0,0"
16,55,5,50,73.4375,"50,60,0,0","0.5,0.5,0,0"
16,45,5,40,70.9375,"40,50,0,0","0.5,0.5,0,0"
16,60,0,60,81.5625,"60,0,0,0","1,0,0,0"
16,50,0,50,76.5625,"50,0,0,0","1,0,0,0"
16,55,5,60,83.4375,"50,60,0,0","0.5,0.5,0,0"
16,55,15,40,81.5625,"40,70,0,0","0.5,0.5,0,0"
16,45,15,60,87.1875,"30,60,0,0","0.5,0.5,0,0"
16,55,15,70,88.4375,"40,70,0,0","0.5,0.5,0,0"
16,45,15,60,78.125,"30,60,0,0","0.5,0.5,0,0"
16,55,5,50,76.875,"50,60,0,0","0.5,0.5,0,0"
16,55,5,60,83.4375,"50,60,0,0","0.5,0.5,0,0"
16,40,0,40,76.875,"40,0,0,0","1,0,0,0"
16,55,15,70,88.4375,"40,70,0,0","0.5,0.5,0,0"
16,45,15,30,70.9375,"30,60,0,0","0.5,0.5,0,0"
16,50,20,70,87.8125,"30,70,0,0","0.5,0.5,0,0"
16,30,0,30,79.375,"30,0,0,0","1,0,0,0"
16,55,15,40,78.75,"40,70,0,0","0.5,0.5,0,0"
16,45,5,40,67.5,"40,50,0,0","0.5,0.5,0,0"
16,50,0,50,75.3125,"50,0,0,0","1,0,0,0"
16,50,10,40,69.0625,"60,40,0,0","0.5,0.5,0,0"
16,60,0,60,75.3125,"60,0,0,0","1,0,0,0"
16,50,20,30,55.3125,"30,70,0,0","0.5,0.5,0,0"
16,30,0,30,55.625,"30,0,0,0","1,0,0,0"
16,60,0,60,61.25,"60,0,0,0","1,0,0,0"
16,40,0,40,61.5625,"40,0,0,0","1,0,0,0"
16,50,20,30,67.5,"30,70,0,0","0.5,0.5,0,0"
16,50,0,50,82.8125,"50,0,0,0","1,0,0,0"
16,50,10,40,75.9375,"60,40,0,0","0.5,0.5,0,0"
16,50,20,70,90,"30,70,0,0","0.5,0.5,0,0"
16,55,15,70,91.875,"40,70,0,0","0.5,0.5,0,0"
16,50,10,60,89.375,"60,40,0,0","0.5,0.5,0,0"
16,45,5,50,78.4375,"40,50,0,0","0.5,0.5,0,0"
17,45,5,40,16.5625,"40,50,0,0","0.5,0.5,0,0"
17,55,15,40,24.6875,"40,70,0,0","0.5,0.5,0,0"
17,55,15,70,41.25,"40,70,0,0","0.5,0.5,0,0"
17,50,10,40,22.8125,"60,40,0,0","0.5,0.5,0,0"
17,60,0,60,32.5,"60,0,0,0","1,0,0,0"
17,55,5,60,35,"50,60,0,0","0.5,0.5,0,0"
17,45,15,30,17.1875,"30,60,0,0","0.5,0.5,0,0"
17,50,0,50,26.875,"50,0,0,0","1,0,0,0"
17,45,15,60,33.75,"30,60,0,0","0.5,0.5,0,0"
17,50,10,60,34.6875,"60,40,0,0","0.5,0.5,0,0"
17,40,0,40,23.75,"40,0,0,0","1,0,0,0"
17,45,5,50,33.4375,"40,50,0,0","0.5,0.5,0,0"
17,50,20,30,15.625,"30,70,0,0","0.5,0.5,0,0"
17,55,15,70,42.8125,"40,70,0,0","0.5,0.5,0,0"
17,50,10,40,32.8125,"60,40,0,0","0.5,0.5,0,0"
17,30,0,30,15.9375,"30,0,0,0","1,0,0,0"
17,40,0,40,25.3125,"40,0,0,0","1,0,0,0"
17,55,5,50,30,"50,60,0,0","0.5,0.5,0,0"
17,45,15,30,19.6875,"30,60,0,0","0.5,0.5,0,0"
17,45,15,60,36.25,"30,60,0,0","0.5,0.5,0,0"
17,50,10,60,27.1875,"60,40,0,0","0.5,0.5,0,0"
17,55,5,60,41.25,"50,60,0,0","0.5,0.5,0,0"
17,50,0,50,36.5625,"50,0,0,0","1,0,0,0"
17,60,0,60,41.875,"60,0,0,0","1,0,0,0"
17,45,5,40,30.9375,"40,50,0,0","0.5,0.5,0,0"
17,50,20,30,19.6875,"30,70,0,0","0.5,0.5,0,0"
17,55,15,40,32.1875,"40,70,0,0","0.5,0.5,0,0"
17,60,0,60,37.8125,"60,0,0,0","1,0,0,0"
17,55,15,70,50,"40,70,0,0","0.5,0.5,0,0"
17,55,5,50,29.6875,"50,60,0,0","0.5,0.5,0,0"
17,50,20,30,30.3125,"30,70,0,0","0.5,0.5,0,0"
17,50,10,40,32.1875,"60,40,0,0","0.5,0.5,0,0"
17,50,20,70,48.75,"30,70,0,0","0.5,0.5,0,0"
17,40,0,40,27.5,"40,0,0,0","1,0,0,0"
17,50,0,50,35.625,"50,0,0,0","1,0,0,0"
17,55,5,60,34.375,"50,60,0,0","0.5,0.5,0,0"
17,50,10,60,35,"60,40,0,0","0.5,0.5,0,0"
17,45,15,60,35.625,"30,60,0,0","0.5,0.5,0,0"
17,45,15,60,37.5,"30,60,0,0","0.5,0.5,0,0"
17,50,10,60,37.5,"60,40,0,0","0.5,0.5,0,0"
17,50,20,30,20.9375,"30,70,0,0","0.5,0.5,0,0"
17,45,15,30,17.8125,"30,60,0,0","0.5,0.5,0,0"
17,55,5,50,31.875,"50,60,0,0","0.5,0.5,0,0"
17,40,0,40,28.75,"40,0,0,0","1,0,0,0"
17,55,5,60,35.3125,"50,60,0,0","0.5,0.5,0,0"
17,50,10,40,38.125,"60,40,0,0","0.5,0.5,0,0"
17,45,5,50,26.875,"40,50,0,0","0.5,0.5,0,0"
17,50,0,50,29.0625,"50,0,0,0","1,0,0,0"
17,55,15,40,29.0625,"40,70,0,0","0.5,0.5,0,0"
17,30,0,30,18.125,"30,0,0,0","1,0,0,0"
17,55,15,70,48.125,"40,70,0,0","0.5,0.5,0,0"
17,45,15,30,18.4375,"30,60,0,0","0.5,0.5,0,0"
17,55,15,40,17.8125,"40,70,0,0","0.5,0.5,0,0"
17,30,0,30,17.5,"30,0,0,0","1,0,0,0"
17,50,10,60,37.8125,"60,40,0,0","0.5,0.5,0,0"
17,45,15,60,36.25,"30,60,0,0","0.5,0.5,0,0"
17,50,20,30,36.875,"30,70,0,0","0.5,0.5,0,0"
17,50,10,40,30.9375,"60,40,0,0","0.5,0.5,0,0"
17,60,0,60,37.5,"60,0,0,0","1,0,0,0"
17,50,20,70,46.875,"30,70,0,0","0.5,0.5,0,0"
17,55,5,60,36.5625,"50,60,0,0","0.5,0.5,0,0"
17,55,15,70,47.8125,"40,70,0,0","0.5,0.5,0,0"
17,50,0,50,32.8125,"50,0,0,0","1,0,0,0"
17,45,5,40,27.1875,"40,50,0,0","0.5,0.5,0,0"
17,40,0,40,26.875,"40,0,0,0","1,0,0,0"
18,50,20,70,47.1875,"30,70,0,0","0.5,0.5,0,0"
18,55,15,40,50.3125,"40,70,0,0","0.5,0.5,0,0"
18,45,15,30,28.75,"30,60,0,0","0.5,0.5,0,0"
18,60,0,60,53.125,"60,0,0,0","1,0,0,0"
18,40,0,40,31.5625,"40,0,0,0","1,0,0,0"
18,30,0,30,30.3125,"30,0,0,0","1,0,0,0"
18,55,5,50,37.1875,"50,60,0,0","0.5,0.5,0,0"
18,55,15,70,60.9375,"40,70,0,0","0.5,0.5,0,0"
18,55,5,60,45,"50,60,0,0","0.5,0.5,0,0"
18,50,0,50,46.25,"50,0,0,0","1,0,0,0"
18,50,20,30,29.0625,"30,70,0,0","0.5,0.5,0,0"
18,50,10,40,41.5625,"60,40,0,0","0.5,0.5,0,0"
18,45,5,40,47.1875,"40,50,0,0","0.5,0.5,0,0"
18,45,15,60,37.8125,"30,60,0,0","0.5,0.5,0,0"
18,50,10,60,53.75,"60,40,0,0","0.5,0.5,0,0"
18,45,5,50,45.9375,"40,50,0,0","0.5,0.5,0,0"
18,45,5,50,41.25,"40,50,0,0","0.5,0.5,0,0"
18,40,0,40,46.875,"40,0,0,0","1,0,0,0"
18,30,0,30,35.3125,"30,0,0,0","1,0,0,0"
18,50,20,70,60.625,"30,70,0,0","0.5,0.5,0,0"
18,55,15,40,57.5,"40,70,0,0","0.5,0.5,0,0"
18,50,20,30,20,"30,70,0,0","0.5,0.5,0,0"
18,55,15,70,31.25,"40,70,0,0","0.5,0.5,0,0"
18,55,5,50,54.6875,"50,60,0,0","0.5,0.5,0,0"
18,60,0,60,52.5,"60,0,0,0","1,0,0,0"
18,45,15,30,40.3125,"30,60,0,0","0.5,0.5,0,0"
18,50,10,60,41.25,"60,40,0,0","0.5,0.5,0,0"
18,50,10,40,34.375,"60,40,0,0","0.5,0.5,0,0"
18,50,0,50,46.875,"50,0,0,0","1,0,0,0"
18,45,15,60,59.0625,"30,60,0,0","0.5,0.5,0,0"
18,45,5,40,54.375,"40,50,0,0","0.5,0.5,0,0"
18,55,5,60,49.0625,"50,60,0,0","0.5,0.5,0,0"
18,55,15,40,45,"40,70,0,0","0.5,0.5,0,0"
18,50,10,60,54.375,"60,40,0,0","0.5,0.5,0,0"
18,60,0,60,59.6875,"60,0,0,0","1,0,0,0"
18,40,0,40,41.875,"40,0,0,0","1,0,0,0"
18,30,0,30,49.6875,"30,0,0,0","1,0,0,0"
18,50,0,50,51.875,"50,0,0,0","1,0,0,0"
18,45,5,50,39.375,"40,50,0,0","0.5,0.5,0,0"
18,50,10,40,48.75,"60,40,0,0","0.5,0.5,0,0"
18,55,15,70,57.5,"40,70,0,0","0.5,0.5,0,0"
18,45,5,40,42.5,"40,50,0,0","0.5,0.5,0,0"
18,50,20,70,52.5,"30,70,0,0","0.5,0.5,0,0"
18,45,15,30,29.6875,"30,60,0,0","0.5,0.5,0,0"
18,50,20,30,30,"30,70,0,0","0.5,0.5,0,0"
18,55,5,60,43.75,"50,60,0,0","0.5,0.5,0,0"
18,55,5,50,50.9375,"50,60,0,0","0.5,0.5,0,0"
18,50,10,60,59.0625,"60,40,0,0","0.5,0.5,0,0"
18,50,10,40,39.375,"60,40,0,0","0.5,0.5,0,0"
18,50,20,30,19.6875,"30,70,0,0","0.5,0.5,0,0"
18,45,15,30,30,"30,60,0,0","0.5,0.5,0,0"
18,55,5,50,32.5,"50,60,0,0","0.5,0.5,0,0"
18,30,0,30,25,"30,0,0,0","1,0,0,0"
18,40,0,40,38.125,"40,0,0,0","1,0,0,0"
18,55,15,40,40.9375,"40,70,0,0","0.5,0.5,0,0"
18,55,15,70,43.75,"40,70,0,0","0.5,0.5,0,0"
18,50,0,50,40,"50,0,0,0","1,0,0,0"
18,45,5,40,43.4375,"40,50,0,0","0.5,0.5,0,0"
18,45,15,60,48.125,"30,60,0,0","0.5,0.5,0,0"
18,50,20,70,29.375,"30,70,0,0","0.5,0.5,0,0"
18,60,0,60,38.75,"60,0,0,0","1,0,0,0"
18,55,5,60,42.1875,"50,60,0,0","0.5,0.5,0,0"
18,45,5,50,51.25,"40,50,0,0","0.5,0.5,0,0"
18,45,15,60,47.5,"30,60,0,0","0.5,0.5,0,0"
18,45,15,30,23.4375,"30,60,0,0","0.5,0.5,0,0"
18,50,20,30,28.125,"30,70,0,0","0.5,0.5,0,0"
18,50,20,70,36.5625,"30,70,0,0","0.5,0.5,0,0"
18,55,15,40,40.3125,"40,70,0,0","0.5,0.5,0,0"
18,50,10,40,36.25,"60,40,0,0","0.5,0.5,0,0"
18,30,0,30,27.5,"30,0,0,0","1,0,0,0"
18,55,5,50,37.8125,"50,60,0,0","0.5,0.5,0,0"
18,50,0,50,41.5625,"50,0,0,0","1,0,0,0"
18,45,5,50,40,"40,50,0,0","0.5,0.5,0,0"
18,50,10,60,38.75,"60,40,0,0","0.5,0.5,0,0"
18,55,15,70,43.75,"40,70,0,0","0.5,0.5,0,0"
18,60,0,60,52.8125,"60,0,0,0","1,0,0,0"
18,45,5,40,39.6875,"40,50,0,0","0.5,0.5,0,0"
18,55,5,60,58.75,"50,60,0,0","0.5,0.5,0,0"
18,40,0,40,46.25,"40,0,0,0","1,0,0,0"
19,50,0,50,48.75,"50,0,0,0","1,0,0,0"
19,45,15,60,62.5,"30,60,0,0","0.5,0.5,0,0"
19,55,5,60,63.4375,"50,60,0,0","0.5,0.5,0,0"
19,55,15,70,63.75,"40,70,0,0","0.5,0.5,0,0"
19,50,10,60,54.0625,"60,40,0,0","0.5,0.5,0,0"
19,50,20,30,45.3125,"30,70,0,0","0.5,0.5,0,0"
19,45,5,40,43.125,"40,50,0,0","0.5,0.5,0,0"
19,45,15,30,45.9375,"30,60,0,0","0.5,0.5,0,0"
19,55,15,40,53.125,"40,70,0,0","0.5,0.5,0,0"
19,45,5,50,66.875,"40,50,0,0","0.5,0.5,0,0"
19,50,20,70,74.0625,"30,70,0,0","0.5,0.5,0,0"
19,30,0,30,42.5,"30,0,0,0","1,0,0,0"
19,55,5,50,70.625,"50,60,0,0","0.5,0.5,0,0"
19,50,10,40,58.4375,"60,40,0,0","0.5,0.5,0,0"
19,40,0,40,56.25,"40,0,0,0","1,0,0,0"
19,60,0,60,72.5,"60,0,0,0","1,0,0,0"
19,45,5,50,68.75,"40,50,0,0","0.5,0.5,0,0"
19,55,15,40,51.25,"40,70,0,0","0.5,0.5,0,0"
19,45,15,60,65.9375,"30,60,0,0","0.5,0.5,0,0"
19,55,5,50,58.4375,"50,60,0,0","0.5,0.5,0,0"
19,50,20,30,50.9375,"30,70,0,0","0.5,0.5,0,0"
19,40,0,40,52.1875,"40,0,0,0","1,0,0,0"
19,45,5,40,52.5,"40,50,0,0","0.5,0.5,0,0"
19,50,0,50,59.6875,"50,0,0,0","1,0,0,0"
19,50,10,60,66.25,"60,40,0,0","0.5,0.5,0,0"
19,50,20,70,72.5,"30,70,0,0","0.5,0.5,0,0"
19,60,0,60,65.9375,"60,0,0,0","1,0,0,0"
19,55,15,70,71.5625,"40,70,0,0","0.5,0.5,0,0"
19,50,10,40,55.3125,"60,40,0,0","0.5,0.5,0,0"
19,30,0,30,48.4375,"30,0,0,0","1,0,0,0"
19,55,5,60,66.875,"50,60,0,0","0.5,0.5,0,0"
19,55,15,40,49.375,"40,70,0,0","0.5,0.5,0,0"
19,50,10,40,58.75,"60,40,0,0","0.5,0.5,0,0"
19,55,5,60,70.9375,"50,60,0,0","0.5,0.5,0,0"
19,45,5,50,58.75,"40,50,0,0","0.5,0.5,0,0"
19,60,0,60,72.5,"60,0,0,0","1,0,0,0"
19,50,20,70,70.9375,"30,70,0,0","0.5,0.5,0,0"
19,55,15,70,72.5,"40,70,0,0","0.5,0.5,0,0"
19,55,5,50,55.9375,"50,60,0,0","0.5,0.5,0,0"
19,45,15,60,54.6875,"30,60,0,0","0.5,0.5,0,0"
19,50,20,30,42.1875,"30,70,0,0","0.5,0.5,0,0"
19,45,15,30,30,"30,60,0,0","0.5,0.5,0,0"
19,50,10,60,56.5625,"60,40,0,0","0.5,0.5,0,0"
19,30,0,30,40.3125,"30,0,0,0","1,0,0,0"
19,40,0,40,50,"40,0,0,0","1,0,0,0"
19,50,0,50,55.3125,"50,0,0,0","1,0,0,0"
19,45,5,40,57.8125,"40,50,0,0","0.5,0.5,0,0"
19,55,5,50,64.375,"50,60,0,0","0.5,0.5,0,0"
19,45,15,60,70,"30,60,0,0","0.5,0.5,0,0"
19,60,0,60,69.6875,"60,0,0,0","1,0,0,0"
19,30,0,30,39.0625,"30,0,0,0","1,0,0,0"
19,45,15,30,38.75,"30,60,0,0","0.5,0.5,0,0"
19,55,15,40,53.4375,"40,70,0,0","0.5,0.5,0,0"
19,55,5,60,68.75,"50,60,0,0","0.5,0.5,0,0"
19,50,10,60,73.125,"60,40,0,0","0.5,0.5,0,0"
19,50,20,70,75.3125,"30,70,0,0","0.5,0.5,0,0"
19,40,0,40,56.5625,"40,0,0,0","1,0,0,0"
19,50,10,40,57.5,"60,40,0,0","0.5,0.5,0,0"
19,50,0,50,58.75,"50,0,0,0","1,0,0,0"
19,50,20,30,46.5625,"30,70,0,0","0.5,0.5,0,0"
19,45,5,40,55.625,"40,50,0,0","0.5,0.5,0,0"
19,55,15,70,69.375,"40,70,0,0","0.5,0.5,0,0"
19,45,5,50,62.5,"40,50,0,0","0.5,0.5,0,0"
19,55,15,70,73.75,"40,70,0,0","0.5,0.5,0,0"
19,55,15,40,51.25,"40,70,0,0","0.5,0.5,0,0"
19,55,5,50,54.375,"50,60,0,0","0.5,0.5,0,0"
19,40,0,40,50,"40,0,0,0","1,0,0,0"
19,60,0,60,69.375,"60,0,0,0","1,0,0,0"
19,45,15,30,46.5625,"30,60,0,0","0.5,0.5,0,0"
19,45,5,40,55.3125,"40,50,0,0","0.5,0.5,0,0"
19,55,5,60,66.5625,"50,60,0,0","0.5,0.5,0,0"
19,30,0,30,32.5,"30,0,0,0","1,0,0,0"
19,50,20,30,44.375,"30,70,0,0","0.5,0.5,0,0"
19,45,5,50,59.375,"40,50,0,0","0.5,0.5,0,0"
19,50,0,50,59.375,"50,0,0,0","1,0,0,0"
19,50,20,70,70.9375,"30,70,0,0","0.5,0.5,0,0"
19,50,10,40,63.125,"60,40,0,0","0.5,0.5,0,0"
19,45,15,60,61.5625,"30,60,0,0","0.5,0.5,0,0"
19,50,10,60,65,"60,40,0,0","0.5,0.5,0,0"
20,60,0,60,56.875,"60,0,0,0","1,0,0,0"
20,30,0,30,41.875,"30,0,0,0","1,0,0,0"
20,45,15,60,62.8125,"30,60,0,0","0.5,0.5,0,0"
20,45,15,30,43.4375,"30,60,0,0","0.5,0.5,0,0"
20,40,0,40,43.4375,"40,0,0,0","1,0,0,0"
20,55,5,60,42.8125,"50,60,0,0","0.5,0.5,0,0"
20,50,10,60,50,"60,40,0,0","0.5,0.5,0,0"
20,50,20,70,47.5,"30,70,0,0","0.5,0.5,0,0"
20,55,15,40,51.875,"40,70,0,0","0.5,0.5,0,0"
20,55,5,50,53.125,"50,60,0,0","0.5,0.5,0,0"
20,45,5,40,42.8125,"40,50,0,0","0.5,0.5,0,0"
20,50,0,50,33.75,"50,0,0,0","1,0,0,0"
20,45,5,50,44.375,"40,50,0,0","0.5,0.5,0,0"
20,55,15,70,53.125,"40,70,0,0","0.5,0.5,0,0"
20,50,10,40,52.8125,"60,40,0,0","0.5,0.5,0,0"
20,50,20,30,37.8125,"30,70,0,0","0.5,0.5,0,0"
